          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total   1260  recv_total      9

node   2  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
         
node   2 sent_total   1252  recv_total    140

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    0) (   0,    0)
