node   1  (   0,    0) (   3,    3) (   4,    4) (   2,    2) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
